시군구,단지명,번지,전용면적(㎡),계약년월,계약일,최고층,층,건축년도,주차수,세대수,현관구조,난방방식,초등학교 도보,200m 이내 버스정류장,200m이내 공원,200m 이내 마트나 편의점,1km 이내 영화관,건설회사,거래금액(만원)
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201902,19,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8800
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201904,4,10,10,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8000
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201904,6,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8550
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201905,5,10,2,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5850
광주광역시 광산구 도산동,대덕1,1138.2,31.59,201906,7,10,10,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5500
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201801,8,10,3,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5000
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201802,5,10,5,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,9000
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201805,31,10,5,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6600
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201806,7,10,9,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6480
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201807,9,10,1,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6500
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201807,26,10,3,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,7800
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201809,22,10,5,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8900
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201811,1,10,10,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6350
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201811,19,10,9,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6250
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201812,14,10,6,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,4700
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201812,21,10,4,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8300
광주광역시 광산구 도산동,대덕1,1138.2,31.59,201704,27,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5800
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201704,28,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6500
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201706,6,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6900
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201706,27,10,3,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8000
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201707,12,10,10,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,7200
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201708,3,10,7,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6500
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201709,21,10,10,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6500
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201710,14,10,7,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6800
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201711,15,10,1,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6800
광주광역시 광산구 도산동,대덕1,1138.2,31.59,201712,6,10,7,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5700
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201712,26,10,6,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6800
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201601,15,10,6,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5000
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201602,1,10,1,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5000
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201605,2,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8100
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201606,22,10,9,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8000
광주광역시 광산구 도산동,대덕1,1138.2,31.59,201607,1,10,9,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5950
광주광역시 광산구 도산동,대덕1,1138.2,39.15,201607,26,10,8,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,6000
광주광역시 광산구 도산동,대덕1,1138.2,31.59,201608,31,10,7,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,5000
광주광역시 광산구 도산동,대덕1,1138.2,59.31,201610,15,10,4,1990,0.5,150,0,1,4,1,1,1,0,대덕건설,8600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201901,12,13,5,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201902,16,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18100
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201902,23,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201903,13,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17650
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201903,16,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17950
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201904,1,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201904,9,13,13,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17700
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201906,5,13,10,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17880
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201907,1,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17900
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201801,5,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17350
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201802,11,13,10,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201802,28,13,13,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16900
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201802,28,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201803,13,13,13,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18200
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201803,31,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201804,12,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201804,28,13,10,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201805,24,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201806,9,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201806,14,13,10,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201806,16,13,8,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18100
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201806,27,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201807,3,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17200
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201807,18,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18700
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201808,8,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17450
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201808,20,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201809,1,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201809,5,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201809,19,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201809,29,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18250
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201810,4,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17200
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201810,6,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201810,13,13,8,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201810,15,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201810,27,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201812,19,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201812,31,13,12,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18700
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201701,16,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201701,16,13,8,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16900
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201703,2,13,12,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18250
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201703,14,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17050
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201703,29,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201704,26,13,5,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201705,13,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201705,17,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201705,19,13,5,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201705,29,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16900
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201706,19,13,10,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201706,23,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201706,26,13,9,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17200
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201707,10,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,15300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201707,11,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,15300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201707,12,13,8,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18850
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201707,13,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,15000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201707,18,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16450
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201707,26,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201708,4,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201708,25,13,13,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16550
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201709,9,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201709,14,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201709,15,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201709,25,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17700
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201710,20,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,13000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201710,26,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16250
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201710,28,13,9,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201711,17,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201712,9,13,3,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201602,1,13,10,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18900
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201602,19,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16600
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201602,29,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201604,4,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201604,12,13,13,2000,1.01,414,1,1,8,0,0,1,0,대주건설,15000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201605,12,13,1,2000,1.01,414,1,1,8,0,0,1,0,대주건설,14000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201605,31,13,8,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17800
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201606,15,13,11,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201607,1,13,2,2000,1.01,414,1,1,8,0,0,1,0,대주건설,15800
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201608,3,13,12,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201608,11,13,6,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16750
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201608,24,13,4,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16750
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201609,27,13,12,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201610,2,13,12,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201610,7,13,3,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201610,18,13,9,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201611,8,13,9,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201611,17,13,7,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201611,17,13,3,2000,1.01,414,1,1,8,0,0,1,0,대주건설,16800
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201611,19,13,9,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201611,23,13,12,2000,1.01,414,1,1,8,0,0,1,0,대주건설,18300
광주광역시 광산구 도산동,대주피오레1차,790,84.98,201612,17,13,8,2000,1.01,414,1,1,8,0,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201902,28,13,8,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18600
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201903,28,13,4,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201904,3,13,6,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18600
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201904,10,13,11,2001,1.01,208,1,1,8,1,0,1,0,대주건설,19100
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201906,11,13,2,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17600
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201803,2,13,3,2001,1.01,208,1,1,8,1,0,1,0,대주건설,15000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201803,5,13,1,2001,1.01,208,1,1,8,1,0,1,0,대주건설,16250
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201803,5,13,9,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18650
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201804,12,13,4,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201804,19,13,3,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201805,15,13,4,2001,1.01,208,1,1,8,1,0,1,0,대주건설,16600
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201805,28,13,4,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17900
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201806,20,13,11,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18200
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201807,10,13,7,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201808,21,13,13,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18600
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201809,29,13,7,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201811,3,13,5,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18800
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201811,13,13,2,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17700
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201811,16,13,10,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201811,19,13,11,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18800
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201812,14,13,9,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18400
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201702,11,13,1,2001,1.01,208,1,1,8,1,0,1,0,대주건설,16700
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201704,10,13,2,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201706,6,13,6,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201706,12,13,2,2001,1.01,208,1,1,8,1,0,1,0,대주건설,13000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201706,13,13,1,2001,1.01,208,1,1,8,1,0,1,0,대주건설,16250
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201706,20,13,13,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201706,23,13,3,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17100
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201709,16,13,4,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17400
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201710,28,13,2,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17400
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201712,26,13,5,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201603,22,13,9,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18700
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201605,20,13,4,2001,1.01,208,1,1,8,1,0,1,0,대주건설,16000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201605,30,13,6,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18100
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201606,4,13,5,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17050
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201606,24,13,3,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17050
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201608,3,13,1,2001,1.01,208,1,1,8,1,0,1,0,대주건설,16200
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201608,4,13,12,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201608,24,13,2,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201609,21,13,12,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201610,6,13,5,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201611,2,13,13,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17500
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201611,10,13,3,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18000
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201611,11,13,12,2001,1.01,208,1,1,8,1,0,1,0,대주건설,18380
광주광역시 광산구 도산동,대주피오레2차,820,84.7575,201612,1,13,6,2001,1.01,208,1,1,8,1,0,1,0,대주건설,17400
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201901,14,10,2,1994,0.46,169,0,1,5,1,1,1,0,무등건설,7500
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201901,21,10,6,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9200
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201901,22,10,3,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9300
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201901,26,10,4,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8800
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201903,29,10,8,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9300
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201904,15,10,10,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8600
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201905,7,10,10,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8800
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201907,9,10,7,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9000
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201801,29,10,2,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8700
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201802,2,10,9,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9750
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201802,3,10,7,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8600
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201803,7,10,1,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8350
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201804,12,10,10,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8600
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201805,10,10,1,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8300
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201806,15,10,1,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8400
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201807,10,10,10,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8850
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201807,25,10,8,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9350
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201809,6,10,9,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9500
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201701,2,10,8,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8800
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201702,17,10,8,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9000
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201704,6,10,2,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8400
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201704,14,10,7,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8700
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201705,18,10,2,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9000
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201708,5,10,3,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8280
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201711,6,10,10,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8500
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201711,18,10,2,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8750
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201601,4,10,5,1994,0.46,169,0,1,5,1,1,1,0,무등건설,10550
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201603,30,10,5,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9200
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201604,18,10,9,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9500
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201606,10,10,9,1994,0.46,169,0,1,5,1,1,1,0,무등건설,8650
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201606,18,10,9,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9500
광주광역시 광산구 도산동,무등파크맨션,1138.1,59.88,201606,20,10,5,1994,0.46,169,0,1,5,1,1,1,0,무등건설,9650
